0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.242264353757083839e+01 -2.372954071730046799e+00 8.759792599499466093e+00
1.001001001001000992e-02 1.001001001001000992e-02 6.285329004448193757e+00 4.004004004004003692e-01 1.246650890866082051e+01 -1.211636966936783688e+00 7.594771793892810763e+00
2.002002002002001985e-02 2.002002002002001985e-02 1.254580301802960207e+01 8.008008008008007383e-01 1.405426583000429375e+01 -2.359903793155708307e+00 8.746058401168770757e+00
3.003003003003002977e-02 3.003003003003002977e-02 1.875666533758371557e+01 1.201201201201201219e+00 1.370451075448748313e+01 -3.722332920841298076e-01 9.876282152269743264e+00
4.004004004004003969e-02 4.004004004004003969e-02 2.489335544668916000e+01 1.601601601601601477e+00 1.318799671040039811e+01 -1.873925893966864376e+00 1.002867279706591930e+01
5.005005005005004615e-02 5.005005005005004615e-02 3.093160613888688459e+01 2.002002002002001735e+00 1.504211002148761978e+01 1.414251883036504176e-01 1.089123423463892060e+01
6.006006006006005954e-02 6.006006006006005954e-02 3.684753948102498811e+01 2.402402402402402437e+00 1.554654196593567228e+01 1.099531957289983930e-01 1.020748031594734329e+01
7.007007007007007293e-02 7.007007007007007293e-02 4.261776123724353482e+01 2.802802802802802695e+00 1.534733142727997723e+01 -1.199148765364563829e-01 1.283171146987650957e+01
8.008008008008007939e-02 8.008008008008007939e-02 4.821945338020476868e+01 3.203203203203202953e+00 1.617808645624164399e+01 4.989946411212540234e-01 1.157487802201510441e+01
9.009009009009008584e-02 9.009009009009008584e-02 5.363046432373824501e+01 3.603603603603603212e+00 1.550146391788550204e+01 7.160933632354715694e-01 1.229606941148529664e+01
1.001001001001000923e-01 1.001001001001000923e-01 5.882939652008050047e+01 4.004004004004003470e+00 1.579411281154990832e+01 1.148360630475041333e+00 1.226844664438986499e+01
1.101101101101101126e-01 1.101101101101101126e-01 6.379569107531118988e+01 4.404404404404404616e+00 1.605603770064296398e+01 1.687899960100087249e+00 1.283399038520340518e+01
1.201201201201201191e-01 1.201201201201201191e-01 6.850970904837808462e+01 4.804804804804804874e+00 1.639583690694690432e+01 2.803468844887617273e+00 1.499370295303528344e+01
1.301301301301301394e-01 1.301301301301301394e-01 7.295280911221885844e+01 5.205205205205205132e+00 1.634678294639381591e+01 2.194966970622044045e+00 1.694027325793636152e+01
1.401401401401401459e-01 1.401401401401401459e-01 7.710742126987247502e+01 5.605605605605605390e+00 1.619074696462119434e+01 1.542851165209744302e+00 1.583027943474757571e+01
1.501501501501501523e-01 1.501501501501501523e-01 8.095711633407439933e+01 6.006006006006005649e+00 1.737479871194341285e+01 2.788751452276479803e+00 1.418496551249915960e+01
1.601601601601601588e-01 1.601601601601601588e-01 8.448667089558176713e+01 6.406406406406405907e+00 1.738736365136041684e+01 3.405814912330667799e+00 1.684621691845410751e+01
1.701701701701701652e-01 1.701701701701701652e-01 8.768212752331535853e+01 6.806806806806806165e+00 1.775660235959524869e+01 2.931237854836710621e+00 1.642575032470391250e+01
1.801801801801801717e-01 1.801801801801801717e-01 9.053084995825966530e+01 7.207207207207206423e+00 1.804325044733962002e+01 3.503307575762548254e+00 1.598231922444921516e+01
1.901901901901901781e-01 1.901901901901901781e-01 9.302157308286041371e+01 7.607607607607606681e+00 1.734583433703864586e+01 2.281431372423812221e+00 1.787413006025130358e+01
2.002002002002001846e-01 2.002002002002001846e-01 9.514444746831766508e+01 8.008008008008006939e+00 1.758033289692779633e+01 2.622935775897098587e+00 1.547121480710464780e+01
