0.000000000000000000e+00 1.959006882427168961e+01 -1.003195850899819419e+01 7.236911469513222173e+00
1.001001001001000992e-02 2.056542104339236232e+01 -1.018023199678132329e+01 5.886026108376007926e+00
2.002002002002001985e-02 2.063956028148104949e+01 -9.773454133551963352e+00 6.118357807102791313e+00
3.003003003003002977e-02 2.171340226225312975e+01 -1.019448844352997874e+01 7.386076312258352594e+00
4.004004004004003969e-02 2.150367279961156441e+01 -9.935078165904014824e+00 6.303287498218335116e+00
5.005005005005004615e-02 2.070746135050350745e+01 -9.064191970400047538e+00 5.530881777966007107e+00
6.006006006006005954e-02 2.220770544067577390e+01 -1.132112659674641009e+01 5.984949382595285527e+00
7.007007007007007293e-02 2.302941746530981604e+01 -7.430366908160565664e+00 6.911309022150343040e+00
8.008008008008007939e-02 2.135179102227484549e+01 -9.722372001266595731e+00 5.233360658736923021e+00
9.009009009009008584e-02 2.104063764881319543e+01 -8.205076235598129486e+00 5.493211953784692625e+00
1.001001001001000923e-01 2.197041989983311439e+01 -1.027778660359273033e+01 5.881888592222999534e+00
1.101101101101101126e-01 2.279989319128968006e+01 -9.141277504229524453e+00 4.317934907618939278e+00
1.201201201201201191e-01 1.953065231193965090e+01 -1.008623361040495148e+01 5.538407966079406997e+00
1.301301301301301394e-01 2.188163370759273008e+01 -1.108331301435691962e+01 6.036957487554245105e+00
1.401401401401401459e-01 2.164098476385868963e+01 -1.136827516808130056e+01 6.188475843971740886e+00
1.501501501501501523e-01 2.082910570086788837e+01 -1.114208521107731897e+01 6.179930220439460165e+00
1.601601601601601588e-01 1.928600897370647971e+01 -1.207496142445302389e+01 5.723803874232786804e+00
1.701701701701701652e-01 2.139574753954792996e+01 -1.006907044142190344e+01 7.419414291438486408e+00
1.801801801801801717e-01 1.969593476142803823e+01 -1.005035336006811342e+01 6.346874465550596867e+00
1.901901901901901781e-01 2.026946273285836497e+01 -1.008049456891622597e+01 5.264623702692327711e+00
2.002002002002001846e-01 2.211657397279492443e+01 -1.010086533051443780e+01 5.617718371288716206e+00
2.102102102102102188e-01 2.026673129348347757e+01 -1.042627971033232903e+01 6.919346684877935694e+00
2.202202202202202252e-01 2.226521794180732172e+01 -8.551114310817339970e+00 5.619469506574011675e+00
2.302302302302302317e-01 2.255671855026504247e+01 -1.249927388928567673e+01 6.042875373343091994e+00
2.402402402402402382e-01 2.443382190441734991e+01 -1.023032696102121086e+01 4.548488456116267287e+00
2.502502502502502724e-01 2.314160866441529762e+01 -1.075992565426070868e+01 5.095057659568217545e+00
2.602602602602602788e-01 2.550567102229383920e+01 -8.925489514867344099e+00 5.969035242406647512e+00
2.702702702702702853e-01 2.085250556919169185e+01 -9.928496887191258224e+00 6.385320274356440784e+00
2.802802802802802917e-01 2.141107341857276580e+01 -9.873638104638235546e+00 7.935796337254515720e+00
2.902902902902902982e-01 2.201642057630184368e+01 -9.731530799393484088e+00 6.246537685739579793e+00
3.003003003003003046e-01 2.059927131745116213e+01 -1.109548365839768636e+01 3.982448273410973183e+00
3.103103103103103111e-01 2.170300917599894319e+01 -1.000103439598190924e+01 6.509030781128830156e+00
3.203203203203203175e-01 2.114544641512110701e+01 -1.152623678100080618e+01 6.063611636422431062e+00
3.303303303303303240e-01 2.014264287529891106e+01 -9.378410434813968521e+00 7.327023341647273647e+00
3.403403403403403304e-01 2.044656148926473449e+01 -9.631985716958373800e+00 6.580192406000989536e+00
3.503503503503503369e-01 2.226395334864943720e+01 -1.034355983633250098e+01 5.742973267029938711e+00
3.603603603603603434e-01 2.069359628606129320e+01 -8.628096511099109023e+00 5.888151898518108496e+00
3.703703703703703498e-01 2.157956142112618991e+01 -1.021290290133934953e+01 6.172058251250915895e+00
3.803803803803803563e-01 2.039210968746411723e+01 -1.046476940180793314e+01 6.734864655442402537e+00
3.903903903903903627e-01 2.116951104808469353e+01 -9.754433360971695777e+00 7.644646382134665075e+00
4.004004004004003692e-01 1.976666651155792209e+01 -9.117286977883162891e+00 8.118344492723050365e+00
4.104104104104104311e-01 2.168034034984011882e+01 -9.568768293037191341e+00 6.795357631788212949e+00
4.204204204204204376e-01 2.121792386090902127e+01 -9.935811024891048504e+00 6.543782436373088984e+00
4.304304304304304440e-01 2.207557498025631659e+01 -9.496690533804867940e+00 5.353934051470710109e+00
4.404404404404404505e-01 2.184576889800491628e+01 -9.844135539787460587e+00 6.904540660269288033e+00
4.504504504504504570e-01 2.147989082899114521e+01 -1.014175827194117296e+01 7.032395769539855124e+00
4.604604604604604634e-01 2.042960792431546935e+01 -8.732645286363982962e+00 6.036822899880544213e+00
4.704704704704704699e-01 2.077989778563207324e+01 -7.985607319145138661e+00 6.127677291079419497e+00
4.804804804804804763e-01 2.015022277664602157e+01 -1.007146899523699801e+01 6.386081248190868642e+00
4.904904904904904828e-01 2.128549670210698963e+01 -1.219746310539605005e+01 7.785499912063452044e+00
5.005005005005005447e-01 2.228426197996509117e+01 -9.799191405903361130e+00 5.858208027295278342e+00
5.105105105105105512e-01 2.118211749149709178e+01 -1.008755060166052608e+01 5.802488001262524620e+00
5.205205205205205576e-01 2.116492443150333713e+01 -8.920822754729472948e+00 6.010055591938511910e+00
5.305305305305305641e-01 2.209575543806069575e+01 -9.344429116704919380e+00 6.772178387240860076e+00
5.405405405405405705e-01 2.124727303814201917e+01 -9.552708312054623008e+00 5.776210551484854960e+00
5.505505505505505770e-01 2.071922203785047856e+01 -1.056133350737149179e+01 6.294145188874420427e+00
5.605605605605605835e-01 1.943791236365529684e+01 -1.015821114293941108e+01 5.787690819785897389e+00
5.705705705705705899e-01 2.103128084003266807e+01 -9.863016344382401712e+00 6.090621022334890000e+00
5.805805805805805964e-01 1.951328599572777023e+01 -9.947697463133877704e+00 5.834870478053934661e+00
5.905905905905906028e-01 2.031736592638047512e+01 -1.050452940974428273e+01 6.562694658285912475e+00
6.006006006006006093e-01 2.118222241956126339e+01 -8.925202157369833245e+00 4.108648446350370520e+00
6.106106106106106157e-01 2.275564106848009871e+01 -8.660644938305090079e+00 5.840784121930761685e+00
6.206206206206206222e-01 2.026155814266245159e+01 -9.199787574725602823e+00 4.319045622356387781e+00
6.306306306306306286e-01 2.185123755717686223e+01 -9.953383297062128321e+00 5.103195278708126281e+00
6.406406406406406351e-01 1.779721473624998396e+01 -9.464335320113676175e+00 6.987605894215256797e+00
6.506506506506506415e-01 2.016143345696738010e+01 -9.679204411063979663e+00 5.217603073384780465e+00
6.606606606606606480e-01 1.992065398195565606e+01 -1.265034781414256670e+01 3.869113748112423146e+00
6.706706706706706544e-01 2.089602252816062489e+01 -1.039256055536859336e+01 6.225627934905527461e+00
6.806806806806806609e-01 1.984613497302947138e+01 -1.113463910205212315e+01 8.359324722387540874e+00
6.906906906906906674e-01 2.216475919037773323e+01 -9.159531515247948619e+00 6.569854721109436468e+00
7.007007007007006738e-01 2.140838768582631602e+01 -1.076546849287422702e+01 6.635910528551157483e+00
7.107107107107106803e-01 2.024239106906409091e+01 -1.089072565654344871e+01 6.269322028897068577e+00
7.207207207207206867e-01 2.176944081310521995e+01 -1.116906267018119792e+01 7.064273193756691605e+00
7.307307307307306932e-01 2.363195633805129248e+01 -9.432975054099831169e+00 7.063803970269225907e+00
7.407407407407406996e-01 2.067093717261320762e+01 -9.363712793205788643e+00 6.345285619777141228e+00
7.507507507507507061e-01 2.164572217495754813e+01 -9.729359488999680394e+00 7.004443376375840913e+00
7.607607607607607125e-01 2.051784332433706481e+01 -8.712248070569071245e+00 5.457291406480227813e+00
7.707707707707707190e-01 2.183161057876911570e+01 -8.963850106052476008e+00 6.397404730771735437e+00
7.807807807807807254e-01 2.013796314158570411e+01 -1.004426510353342827e+01 6.679086869007385019e+00
